Reseller,Client,VIN,Original-URL,BG-URL,Max-Width,Max-Height,CentreX,CentreY,Manual-Fix,Fix-Tag,Model-Output,Manually-Fixed-Image
Homenet,Hendrick Chrysler Dodge Jeep RAM Hoover-9002406,3C6UR4HJ5RG100428,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3126/2454978/21292021/o/70d478c3833e404fbb9940e05450cf10.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_3828.jpg,1500,900,800,660,1,"CarPartMissing,FootRest",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3126/2454978/21292021/s/70d478c3833e404fbb9940e05450cf10.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3126/2454978/21292021/MU/1707912005/70d478c3833e404fbb9940e05450cf10.jpg
Homenet,Hendrick Chrysler Dodge Jeep RAM Hoover-9002407,3C6UR4HJ5RG100428,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3126/2454978/21292019/o/f5df121de0c34cc0bb32cee8edab9ae1.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_3828.jpg,1350,850,800,650,1,"CarPartMissing,FootRest",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3126/2454978/21292019/s/f5df121de0c34cc0bb32cee8edab9ae1.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3126/2454978/21292019/MU/1707910076/f5df121de0c34cc0bb32cee8edab9ae1.jpg
Homenet,Hull Dobbs Ford-9081867,1C4HJXEG9JW248017,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5727/2620990/21087529/o/2580e371774e4355865e56aee6c47f91.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_6698.png,1450,980,800,610,1,"ShadowClean,ExtraPartVisible,FootRest",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5727/2620990/21087529/s/2580e371774e4355865e56aee6c47f91.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5727/2620990/21087529/MU/1707908679/2580e371774e4355865e56aee6c47f91.jpg
Homenet,Hull Dobbs Ford-9081867,1C4HJXEG9JW248017,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5727/2620990/21087534/o/92a236e5c0574a25889acd0e01b84ab1.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_6698.png,1575,980,800,620,1,"CarPartMissing,FootRest,Antenna",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5727/2620990/21087534/s/92a236e5c0574a25889acd0e01b84ab1.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5727/2620990/21087534/MU/1707908464/92a236e5c0574a25889acd0e01b84ab1.jpg
Homenet,Prestige Subaru_10_Migrated-25031,5TFUM5F14EX058260,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5209/2645349/21713330/o/65d21c4d9e2e47bb95a199c379c85c32.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5952.jpg,540,340,320,300,1,FootRest,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5209/2645349/21713330/s/65d21c4d9e2e47bb95a199c379c85c32.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5209/2645349/21713330/MU/1708086656/65d21c4d9e2e47bb95a199c379c85c32.jpg
Homenet,Prestige Subaru_10_Migrated-25031,JF2SKAJC1RH428225,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5209/2649539/21747105/o/aace53aa475048fda6367d22e1de50cf.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5952.jpg,540,340,320,300,1,Roof/Rack,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5209/2649539/21747105/s/aace53aa475048fda6367d22e1de50cf.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5209/2649539/21747105/s/aace53aa475048fda6367d22e1de50cf.jpg
Homenet,Connell Chevrolet_6_Migrated-1577,1GB2WLE74RF302761,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2591261/20291003/o/90c0f847c9c54fc5bd950273ca6a94b8.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5826.jpg,650,580,600,530,1,"Antenna,CarPartMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2591261/20291003/s/90c0f847c9c54fc5bd950273ca6a94b8.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2591261/20291003/MU/1708006639/90c0f847c9c54fc5bd950273ca6a94b8.jpg
Homenet,Connell Chevrolet_6_Migrated-1578,1GB2WLE74RF302761,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2591261/20291004/o/274e3f7aa0a3483da60ce0f68f0387bc.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5826.jpg,1075,580,600,530,1,"Antenna,CarPartMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2591261/20291004/s/274e3f7aa0a3483da60ce0f68f0387bc.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2591261/20291004/MU/1708061040/274e3f7aa0a3483da60ce0f68f0387bc.jpg
Homenet,Connell Chevrolet_6_Migrated-1579,1HTKHPVK1PH445611,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2510723/18137782/o/bb59412d2b8e48ad8f29da48a3ae50b8.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5826.jpg,1175,580,600,540,1,"ShadowCleaning,CarPartMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2510723/18137782/s/bb59412d2b8e48ad8f29da48a3ae50b8.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2510723/18137782/MU/1708078815/bb59412d2b8e48ad8f29da48a3ae50b8.jpg
Homenet,Connell Chevrolet_6_Migrated-1580,1HTKHPVK1PH445611,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2510723/18137779/o/d1299975b322417bb9b177ea6261fe12.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5826.jpg,650,580,600,530,1,"Antenna,CarPartMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2510723/18137779/s/d1299975b322417bb9b177ea6261fe12.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2510723/18137779/MU/1707992832/d1299975b322417bb9b177ea6261fe12.jpg
Homenet,Connell Chevrolet_6_Migrated-1581,1GB1WLE79RF267677,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2399136/17139960/o/fae5be277f004385aa436a55d9eb5710.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5826.jpg,1175,580,600,540,1,"Antenna,CarPartMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2399136/17139960/s/fae5be277f004385aa436a55d9eb5710.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2399136/17139960/MU/1708007081/fae5be277f004385aa436a55d9eb5710.jpg
Homenet,Connell Chevrolet_6_Migrated-1582,1HTKHPVK3PH445612,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2361613/18911641/o/c4b6de8c45574efabe63287d910f151c.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5826.jpg,1075,580,600,530,1,"Antenna,CarPartMissing,ExtraPartsVisible",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2361613/18911641/s/c4b6de8c45574efabe63287d910f151c.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2361613/18911641/MU/1708080074/c4b6de8c45574efabe63287d910f151c.jpg
Homenet,Connell Chevrolet_6_Migrated-1583,1HTKHPVK3PH445612,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2361613/18911645/o/2e5904cb10de419a884652b82b767717.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5826.jpg,1175,580,600,540,1,"Antenna,CarPartMissing,ExtraPartsVisible",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2361613/18911645/s/2e5904cb10de419a884652b82b767717.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5083/2361613/18911645/MU/1708004973/2e5904cb10de419a884652b82b767717.jpg
Homenet,South San Antonio Buick GMC-9086257,1C4GJXAN6LW282614,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/4377/2637273/21441683/o/4276814ad8c5408f934c0c846b86c27a.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5103.jpg,1375,950,800,660,1,"Antenna,ShadowClean",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/4377/2637273/21441683/s/4276814ad8c5408f934c0c846b86c27a.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/4377/2637273/21441683/MU/1707904660/4276814ad8c5408f934c0c846b86c27a.jpg
Homenet,South San Antonio Buick GMC-9086258,1FMEE5DP4PLB45283,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/4377/2587051/20257883/o/d771391075b8464b9787ee1a28ff5145.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5103.jpg,1375,950,800,660,1,"CarPartMissing,ShadowCleaning",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/4377/2587051/20257883/s/d771391075b8464b9787ee1a28ff5145.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/4377/2587051/20257883/MU/1707336733/d771391075b8464b9787ee1a28ff5145.jpg
Homenet,Northwest Autohub_5_Migrated-9056559,JF1GV7E60BG513920,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5067/2637217/21441213/o/1591062b7f6243d2bcdfed58cfd085e1.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5810.jpg,1500,925,800,680,1,"Antenna,CarPartMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5067/2637217/21441213/s/1591062b7f6243d2bcdfed58cfd085e1.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5067/2637217/21441213/MU/1707813015/1591062b7f6243d2bcdfed58cfd085e1.jpg
Homenet,Northwest Autohub_5_Migrated-9056559,JF1GV7E60BG513920,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5067/2637217/21441204/o/1edfd6030bb74906b073f11223e35ce1.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_5810.jpg,1500,925,800,680,1,"Antenna,CarPartMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5067/2637217/21441204/s/1edfd6030bb74906b073f11223e35ce1.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/5067/2637217/21441204/MU/1707808872/1edfd6030bb74906b073f11223e35ce1.jpg
Homenet,North Country Ford Lincoln-10875,1FTBW3XK5NKA00247,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2511484/18151955/o/9a1433655ef344c294143eaacc6be710.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_4056.jpg,1500,1050,800,610,1,"Antenna,ShadowCleaning",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2511484/18151955/s/9a1433655ef344c294143eaacc6be710.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2511484/18151955/MU/1706564335/9a1433655ef344c294143eaacc6be710.jpg
Homenet,North Country Ford Lincoln-10876,2FMPK4K94RBA39015,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2500967/17992028/o/dde6975d97874da6b3e0f39a4ba7384b.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_4056.jpg,1500,1050,800,610,1,"ShadowCleaning,ExtraPartsVisible",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2500967/17992028/s/dde6975d97874da6b3e0f39a4ba7384b.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2500967/17992028/MU/1706101658/dde6975d97874da6b3e0f39a4ba7384b.jpg
Homenet,North Country Ford Lincoln-10877,1FT8W3BT8LEC41712,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2489937/17896808/o/61b1947217a94eeaaa5efa5e89dcb11d.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_4056.jpg,1500,1050,800,610,1,"ShadowCleaning,ExtraPartsVisible",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2489937/17896808/s/61b1947217a94eeaaa5efa5e89dcb11d.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2489937/17896808/MU/1705910502/61b1947217a94eeaaa5efa5e89dcb11d.jpg
Homenet,North Country Ford Lincoln-10878,1FTEW1E8XPFC32332,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2557502/19064864/o/713c1046ff9345ac9ca380d8c4b148b0.jpg,https://admin.double4.ai/d4/staticcontent/admin/web/profile/background/img_acp_background_4056.jpg,1500,1050,800,610,1,"ShadowCleaning,AntennaMissing",https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2557502/19064864/s/713c1046ff9345ac9ca380d8c4b148b0.jpg,https://gcbimages.s3.us-west-001.backblazeb2.com/d4/3298/2557502/19064864/MU/1706675904/713c1046ff9345ac9ca380d8c4b148b0.jpg
